Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),THERMAL ZONE 1 189.1-2009 - OFFICE - CLOSEDOFFICE - CZ4-8 PEOPLE:People Occupant Count [](TimeStep),THERMAL ZONE 1 189.1-2009 - OFFICE - CLOSEDOFFICE - CZ4-8 PEOPLE:People Total Heating Rate [W](TimeStep),THERMAL ZONE 1 189.1-2009 - OFFICE - CLOSEDOFFICE - CZ4-8 LIGHTS:Lights Electric Power [W](TimeStep),THERMAL ZONE 1 189.1-2009 - OFFICE - CLOSEDOFFICE - CZ4-8 ELECTRIC EQUIPMENT:Electric Equipment Electric Power [W](TimeStep),THERMAL ZONE 1:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),THERMAL ZONE 1:Zone Windows Total Heat Gain Rate [W](TimeStep),THERMAL ZONE 1:Zone Windows Total Heat Loss Rate [W](TimeStep),SUB SURFACE 2:Surface Window Total Glazing Layers Absorbed Solar Radiation Rate [W](TimeStep),SUB SURFACE 2:Surface Window Total Glazing Layers Absorbed Shortwave Radiation Rate [W](TimeStep),SUB SURFACE 2:Surface Window Heat Gain Rate [W](TimeStep),SUB SURFACE 2:Surface Window Heat Loss Rate [W](TimeStep),SURFACE 2:Surface Inside Face Beam Solar Radiation Heat Gain Rate [W](TimeStep),SURFACE 3:Surface Inside Face Beam Solar Radiation Heat Gain Rate [W](TimeStep),SURFACE 4:Surface Outside Face Solar Radiation Heat Gain Rate [W](TimeStep),SURFACE 4:Surface Outside Face Solar Radiation Heat Gain Rate per Area [W/m2](TimeStep),SURFACE 4:Surface Inside Face Beam Solar Radiation Heat Gain Rate [W](TimeStep),SURFACE 5:Surface Inside Face Beam Solar Radiation Heat Gain Rate [W](TimeStep),SURFACE 1:Surface Inside Face Beam Solar Radiation Heat Gain Rate [W](TimeStep),SURFACE 6:Surface Inside Face Beam Solar Radiation Heat Gain Rate [W](TimeStep),THERMAL ZONE 1:Zone Mean Radiant Temperature [C](TimeStep),THERMAL ZONE 1:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE 1:Zone Operative Temperature [C](TimeStep),THERMAL ZONE 1:Zone Infiltration Sensible Heat Loss Energy [J](TimeStep),THERMAL ZONE 1:Zone Infiltration Sensible Heat Gain Energy [J](TimeStep),THERMAL ZONE 1:Zone Air System Sensible Heating Rate [W](TimeStep),THERMAL ZONE 1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),THERMAL ZONE 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Rate [W](TimeStep),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Rate [W](TimeStep) 
 02/26  03:30:00,-25.3,0,0,0,0,6,25.92,0,0,223.1860621,0,0,0,223.1860621,0,0,0,0,0,0,0,0,17.8919411,16.90226812,17.39710461,38698.39104,0,0,16,28,0,0
 02/26  03:35:00,-25.35,0,0,0,0,6,25.92,0,0,223.1502035,0,0,0,223.1502035,0,0,0,0,0,0,0,0,17.80046545,16.81137983,17.30592264,38669.33444,0,0,16,28,0,0
 02/26  03:40:00,-25.4,0,0,0,0,6,25.92,0,0,223.1113914,0,0,0,223.1113914,0,0,0,0,0,0,0,0,17.70905367,16.72056101,17.21480734,38640.32856,0,0,16,28,0,0
 02/26  03:45:00,-25.45,0,0,0,0,6,25.92,0,0,223.0697126,0,0,0,223.0697126,0,0,0,0,0,0,0,0,17.61770738,16.62981569,17.12376154,38611.37713,0,0,16,28,0,0
 02/26  03:50:00,-25.5,0,0,0,0,6,25.92,0,0,223.0252229,0,0,0,223.0252229,0,0,0,0,0,0,0,0,17.52642777,16.53913916,17.03278346,38582.47587,0,0,16,28,0,0
 02/26  03:55:00,-25.55,0,0,0,0,6,25.92,0,0,222.9779576,0,0,0,222.9779576,0,0,0,0,0,0,0,0,17.4352152,16.44852686,16.94187103,38553.62062,0,0,16,28,0,0
 02/26  04:00:00,-25.6,0,0,0,0,6,25.92,0,0,222.9279504,0,0,0,222.9279504,0,0,0,0,0,0,0,0,17.34406979,16.35797716,16.85102347,38524.80992,0,0,16,28,0,0
 02/26  04:05:00,-25.6,0,0,0,0,6,25.92,0,0,222.1677337,0,0,0,222.1677337,0,0,0,0,0,0,0,0,17.25467638,16.26870706,16.76169172,38444.74048,0,0,16,28,0,0
 02/26  04:10:00,-25.6,0,0,0,0,6,25.92,0,0,221.3829151,0,0,0,221.3829151,0,0,0,0,0,0,0,0,17.16567744,16.18099251,16.67333498,38366.09135,0,0,16,28,0,0
 02/26  04:15:00,-25.6,0,0,0,0,6,25.92,0,0,220.600916,0,0,0,220.600916,0,0,0,0,0,0,0,0,17.07706982,16.09438049,16.58572515,38288.44672,0,0,16,28,0,0
 02/26  04:20:00,-25.6,0,0,0,0,6,25.92,0,0,219.8226156,0,0,0,219.8226156,0,0,0,0,0,0,0,0,16.9888428,16.00836187,16.49860234,38211.3392,0,0,16,28,0,0
 02/26  04:25:00,-25.6,0,0,0,0,6,25.92,0,0,219.0468345,0,0,0,219.0468345,0,0,0,0,0,0,0,0,16.90096289,16.00001898,16.45049094,38205.56037,0,30.47843089,16,28,30.47095212,0
 02/26  04:30:00,-25.6,0,0,0,0,6,25.92,0,0,218.4578153,0,0,0,218.4578153,0,0,0,0,0,0,0,0,16.82116409,16.00000004,16.41058207,38207.42577,0,29.17977971,16,28,29.17976346,0
 02/26  04:35:00,-25.6,0,0,0,0,6,25.92,0,0,217.9142882,0,0,0,217.9142882,0,0,0,0,0,0,0,0,16.74566286,16,16.37283143,38209.30853,0,41.73886987,16,28,41.73886982,0
 02/26  04:40:00,-25.6,0,0,0,0,6,25.92,0,0,217.3850674,0,0,0,217.3850674,0,0,0,0,0,0,0,0,16.67320898,16,16.33660449,38211.19132,0,51.62876281,16,28,51.62876281,0
 02/26  04:45:00,-25.6,0,0,0,0,6,25.92,0,0,216.8659173,0,0,0,216.8659173,0,0,0,0,0,0,0,0,16.60336835,16,16.30168417,38213.07412,0,60.61420843,16,28,60.61420843,0
 02/26  04:50:00,-25.6,0,0,0,0,6,25.92,0,0,216.3551221,0,0,0,216.3551221,0,0,0,0,0,0,0,0,16.53587846,16,16.26793923,38214.95692,0,69.16819733,16,28,69.16819733,0
 02/26  04:55:00,-25.6,0,0,0,0,6,25.92,0,0,215.8516131,0,0,0,215.8516131,0,0,0,0,0,0,0,0,16.47054881,16,16.2352744,38216.83971,0,77.32159005,16,28,77.32159005,0
 02/26  05:00:00,-25.6,0,0,0,0,6,25.92,0,0,215.3546106,0,0,0,215.3546106,0,0,0,0,0,0,0,0,16.40722483,16,16.20361242,38218.72251,0,85.09845034,16,28,85.09845034,0
 02/26  05:05:00,-25.69166667,0,0,0,0,12,25.92,0,0,215.4032332,0,0,0,215.4032332,0,0,0,0,0,0,0,0,16.3444923,16,16.17224615,38319.94705,0,87.08290545,16,28,87.08290545,0
 02/26  05:10:00,-25.78333333,0,0,0,0,12,25.92,0,0,215.4641219,0,0,0,215.4641219,0,0,0,0,0,0,0,0,16.28338297,16,16.14169148,38421.25906,0,94.75223748,16,28,94.75223748,0
 02/26  05:15:00,-25.875,0,0,0,0,12,25.92,0,0,215.5272796,0,0,0,215.5272796,0,0,0,0,0,0,0,0,16.22382863,16,16.11191432,38522.65862,0,102.1092112,16,28,102.1092112,0
 02/26  05:20:00,-25.96666667,0,0,0,0,12,25.92,0,0,215.591916,0,0,0,215.591916,0,0,0,0,0,0,0,0,16.16573807,16,16.08286903,38624.14585,0,109.1662797,16,28,109.1662797,0
 02/26  05:25:00,-26.05833333,0,0,0,0,12,25.92,0,0,215.6576335,0,0,0,215.6576335,0,0,0,0,0,0,0,0,16.10902178,16,16.05451089,38725.72083,0,115.9353304,16,28,115.9353304,0
 02/26  05:30:00,-26.15,0,0,0,0,12,25.92,0,0,215.7240393,0,0,0,215.7240393,0,0,0,0,0,0,0,0,16.05359427,16,16.02679713,38827.38367,0,122.4268975,16,28,122.4268975,0
 02/26  05:35:00,-26.24166667,0,0,0,0,12,25.92,0,0,215.7907484,0,0,0,215.7907484,0,0,0,0,0,0,0,0,15.99937408,16,15.99968704,38929.13446,0,128.6499697,16,28,128.6499697,0
 02/26  05:40:00,-26.33333333,0,0,0,0,12,25.92,0,0,215.8573909,0,0,0,215.8573909,0,0,0,0,0,0,0,0,15.94628311,16,15.97314155,39030.9733,0,134.6118359,16,28,134.6118359,0
 02/26  05:45:00,-26.425,0,0,0,0,12,25.92,0,0,215.9236127,0,0,0,215.9236127,0,0,0,0,0,0,0,0,15.89424567,16,15.94712283,39132.90029,0,140.3178498,16,28,140.3178498,0
 02/26  05:50:00,-26.51666667,0,0,0,0,12,25.92,0,0,215.9890732,0,0,0,215.9890732,0,0,0,0,0,0,0,0,15.8431873,16,15.92159365,39234.91553,0,145.7710091,16,28,145.7710091,0
 02/26  05:55:00,-26.60833333,0,0,0,0,12,25.92,0,0,216.0534432,0,0,0,216.0534432,0,0,0,0,0,0,0,0,15.79303311,16,15.89651655,39337.01912,0,150.9711567,16,28,150.9711567,0
 02/26  06:00:00,-26.7,0,0,0,0,12,25.92,0,0,216.1163988,0,0,0,216.1163988,0,0,0,0,0,0,0,0,15.7437052,16,15.8718526,39439.21116,0,155.9133061,16,28,155.9133061,0
 02/26  06:05:00,-26.60833333,0,0,0.24,24,12,25.92,0,0,214.9700372,0,0,0,214.9700372,0,0,0,0,0,0,0,0,15.70104065,22.11540164,18.90822115,11246.81564,0,1328.036609,21,24,1523.143434,0
 02/26  06:10:00,-26.51666667,0,0,0.24,24,12,25.92,0,0,227.8559739,0,0,0,227.8559739,0,0,0,0,0,0,0,0,16.37568401,21.01944997,18.69756699,10968.88239,0,519.3577014,21,24,505.3527847,0
 02/26  06:15:00,-26.425,0,0,0.24,24,12,25.92,0,0,227.438304,0,0,0,227.438304,0,0,0,0,0,0,0,0,16.49138859,21.00004563,18.74571711,10939.46405,0,1149.185581,21,24,1149.166205,0
 02/26  06:20:00,-26.33333333,0,0,0.24,24,12,25.92,0,0,227.0111304,0,0,0,227.0111304,0,0,0,0,0,0,0,0,16.61337262,21.00000201,18.80668731,10914.53067,0,564.2182581,21,24,564.2174093,0
 02/26  06:25:00,-26.24166667,0,0,0.24,24,12,25.92,0,0,226.6153752,0,0,0,226.6153752,0,0,0,0,0,0,0,0,16.71779445,21.00000009,18.85889727,10889.62444,0,595.1151255,21,24,595.1150863,0
 02/26  06:30:00,-26.15,0,0,0.24,24,12,25.92,0,0,226.1586058,0,0,0,226.1586058,0,0,0,0,0,0,0,0,16.8095905,21,18.90479525,10864.73614,0,577.889165,21,24,577.8891632,0
 02/26  06:35:00,-26.05833333,0,0,0.24,24,12,25.92,0,0,225.6626105,0,0,0,225.6626105,0,0,0,0,0,0,0,0,16.89213876,21,18.94606938,10839.86536,0,561.8020716,21,24,561.8020715,0
 02/26  06:40:00,-25.96666667,0,0,0.24,24,12,25.92,0,0,225.1387714,0,0,0,225.1387714,0,0,0,0,0,0,0,0,16.96730009,21,18.98365004,10815.01204,0,547.3639132,21,24,547.3639132,0
 02/26  06:45:00,-25.875,0,0,0.24,24,12,25.92,0,0,224.5928861,0,0,0,224.5928861,0,0,0,0,0,0,0,0,17.03633455,21,19.01816728,10790.17619,0,534.269413,21,24,534.269413,0
 02/26  06:50:00,-25.78333333,11,229.6666667,0.24,24,12,25.92,19.53554345,0,202.4259696,6.018201851,6.471031551,0,202.4259696,0,0,37.52452596,6.514674646,0,0,0,0,17.11865328,21,19.05932664,10765.35776,0,519.3202118,21,24,519.3202118,0
 02/26  06:55:00,-25.69166667,13.75,287.0833333,0.24,24,12,25.92,25.34180416,0,195.5500497,7.806902999,8.394320575,0,195.5500497,0,0,46.78082008,8.121670153,0,0,0,0,17.18934186,21,19.09467093,10740.55676,0,506.0873096,21,24,506.0873096,0
 02/26  07:00:00,-25.6,16.5,344.5,0.24,24,12,25.92,192.6801048,2.879987444,0,93.9014718,97.82528536,2.879987444,0,0,0,638.3754549,110.829072,0,0,70.03007005,0,17.41933376,21,19.20966688,10715.77315,0,467.4610559,21,24,467.4610559,0
 02/26  07:05:00,-25.55,19.25,401.9166667,0.48,48,36,25.92,247.0670721,63.3673146,0,116.4185015,121.4466789,63.3673146,0,0,0,785.3867011,136.3518578,0,0,90.20945799,0,17.57354594,21,19.28677297,10703.08144,0,405.8729925,21,24,405.8729925,0
 02/26  07:10:00,-25.5,22,459.3333333,0.48,48,36,25.92,308.3184871,131.9428975,0,140.6388239,146.9091405,131.9428975,0,0,0,943.4835336,163.7992246,0,0,113.1438518,0,17.73374139,21,19.3668707,10690.39279,0,378.8363103,21,24,378.8363103,0
 02/26  07:15:00,-25.45,24.75,516.75,0.48,48,36,25.92,376.0508123,207.3578131,0,166.3086829,173.9494096,207.3578131,0,0,0,1111.329467,192.9391437,0,0,138.9125709,0,17.90491093,21,19.45245546,10677.70718,0,350.6675077,21,24,350.6675077,0
 02/26  07:20:00,-25.4,27.5,574.1666667,0.48,48,36,25.92,443.273875,281.894585,0,191.153703,200.1306212,281.894585,0,0,0,1272.407968,220.9041612,0,0,167.5747997,0,18.08289203,21,19.54144601,10665.02462,0,321.9381586,21,24,321.9381586,0
 02/26  07:25:00,-25.35,30.25,631.5833333,0.48,48,36,25.92,516.8358167,363.0737188,0,217.1792484,227.6165763,363.0737188,0,0,0,1442.263607,250.3929874,0,0,199.169523,0,18.27357879,21,19.63678939,10652.34511,0,291.9850872,21,24,291.9850872,0
 02/26  07:30:00,-25.3,33,689,0.48,48,36,25.92,596.7246609,450.81005,0,244.2954045,256.3169349,450.81005,0,0,0,1620.674461,281.3670939,0,0,233.7157805,0,18.47868516,21,19.73934258,10639.66864,0,260.6039481,21,24,260.6039481,0
 02/26  07:35:00,-25.25,35,705.75,0.48,48,36,25.92,650.8650062,508.5334671,0,259.1732214,272.2737106,508.5334671,0,0,0,1720.275352,298.6589153,0,0,256.4368404,0,18.67025994,21,19.83512997,10626.99521,0,231.8125958,21,24,231.8125958,0
 02/26  07:40:00,-25.2,37,722.5,0.48,48,36,25.92,706.8955419,568.2373732,0,274.0812164,288.2971007,568.2373732,0,0,0,1821.699364,316.2672507,0,0,280.1103342,0,18.86663528,21,19.93331764,10614.32483,0,203.3678506,21,24,203.3678506,0
 02/26  07:45:00,-25.15,39,739.25,0.48,48,36,25.92,764.7453148,629.7020165,0,289.026388,304.3928515,629.7020165,0,0,0,1924.963537,334.1950585,0,0,304.6856216,0,19.06952687,21,20.03476344,10601.65748,0,174.9268616,21,24,174.9268616,0
 02/26  07:50:00,-25.1,41,756,0.48,48,36,25.92,824.3245275,692.8338829,0,304.0158807,320.5664439,692.8338829,0,0,0,2030.054806,352.4400704,0,0,330.1087378,0,19.27987974,21,20.13993987,10588.99317,0,146.4990589,21,24,146.4990589,0
 02/26  07:55:00,-25.05,43,772.75,0.48,48,36,25.92,885.5307943,757.5279133,0,319.0579739,336.8242222,757.5279133,0,0,0,2136.941055,370.996711,0,0,356.323136,0,19.49838659,21,20.2491933,10576.3319,0,118.1960944,21,24,118.1960944,0
 02/26  08:00:00,-25,45,789.5,0.48,48,36,25.92,948.2533531,823.6721503,0,334.1624011,353.1738046,823.6721503,0,0,0,2245.577477,389.8572008,0,0,383.2704273,0,19.72590235,21,20.36295118,10563.67365,0,90.19525233,21,24,90.19525233,0
 02/26  08:05:00,-24.85833333,47,806.25,2.04,204,108,58.32,1012.376138,894.7479834,0,349.340299,369.6240984,894.7479834,0,0,0,2355.910363,409.0122158,0,0,410.8911029,0,19.99057903,21.29395199,20.64226551,10592.60374,0,0,21,24,0,0
 02/26  08:10:00,-24.71666667,49,823,2.04,204,108,58.32,1077.780162,965.1791815,0,364.6039482,386.1850904,965.1791815,0,0,0,2467.879461,428.4512953,0,0,439.1252262,0,20.28113821,21.55000307,20.91557064,10612.80721,0,0,21,24,0,0
 02/26  08:15:00,-24.575,51,839.75,2.04,204,108,58.32,1144.345455,1036.544323,0,379.9663986,402.8675124,1036.544323,0,0,0,2581.419477,448.1631037,0,0,467.9130838,0,20.60036428,22.0517381,21.32605119,10689.31069,0,0,21,24,0,0
 02/26  08:20:00,-24.43333333,53,856.5,2.04,204,108,58.32,1211.151406,1107.878243,0,395.1941959,419.4170263,1107.878243,0,0,0,2694.609647,467.8141749,0,0,497.1957838,0,20.9484223,22.44935481,21.69888855,10741.87167,0,0,21,24,0,0
 02/26  08:25:00,-24.29166667,55,873.25,2.04,204,108,58.32,1279.747368,1181.212459,0,410.8140656,436.3967173,1181.212459,0,0,0,2811.228452,488.0604952,0,0,526.9157943,0,21.310676,22.8092776,22.0599768,10785.74144,0,0,21,24,0,0
 02/26  08:30:00,-24.15,57,890,2.04,204,108,58.32,1349.144129,1255.391643,0,426.5691683,453.5272476,1255.391643,0,0,0,2929.178623,508.5379554,0,0,557.0174147,0,21.6879981,23.17232942,22.43016376,10830.27753,0,0,21,24,0,0
 02/26  08:35:00,-24.00833333,60.25,888.75,2.04,204,108,58.32,1397.187857,1305.930957,0,435.5760091,463.5023481,1305.930957,0,0,0,3000.748695,520.9633152,0,0,575.7856928,0,22.06362065,23.542136,22.80287832,10876.30809,0,0,21,24,0,0
 02/26  08:40:00,-23.86666667,63.5,887.5,2.04,204,108,58.32,1444.15032,1355.394661,0,444.4532133,473.3265966,1355.394661,0,0,0,3071.129281,533.1821669,0,0,594.0571929,0,22.44842514,23.91336954,23.18089734,10922.61266,0,0,21,24,0,2.153694589
 02/26  08:45:00,-23.725,66.75,886.25,2.04,204,108,58.32,1489.990435,1403.68173,0,453.2144985,483.0129127,1403.68173,0,0,0,3140.296512,545.1903667,0,0,611.8120099,0,22.84224368,23.99999729,23.42112049,10903.8411,0,0,21,24,0,111.9181741
 02/26  08:50:00,-23.58333333,70,885,2.04,204,108,58.32,1534.67548,1451.348137,0,461.8705942,492.5713876,1451.348137,0,0,0,3208.226074,556.9836934,0,0,629.0346347,0,23.21013358,23.99999992,23.60506675,10865.31094,0,0,21,24,0,127.2356968
 02/26  08:55:00,-23.44166667,73.25,883.75,2.04,204,108,58.32,1578.180556,1497.872544,0,470.4292963,502.0093283,1497.872544,0,0,0,3274.893392,568.5578806,0,0,645.7136465,0,23.57417511,24,23.78708755,10826.82394,0,0,21,24,0,166.3907702
 02/26  09:00:00,-23.3,76.5,882.5,2.04,204,108,58.32,1620.487961,1543.135902,0,478.8955686,511.3313479,1543.135902,0,0,0,3340.273762,579.9086392,0,0,661.8413721,0,23.94426026,24,23.97213013,10788.38058,0,0,21,24,0,205.302735
 02/26  09:05:00,-23.11666667,79.75,881.25,2.04,204,108,58.32,1661.586502,1586.00735,0,487.2716881,520.5394971,1586.00735,0,0,0,3404.342454,591.031676,0,0,677.4135232,0,24.31102463,24,24.15551232,10738.7826,0,0,21,24,0,240.1509537
 02/26  09:10:00,-22.93333333,83,880,2.04,204,108,58.32,1701.470767,1627.546731,0,495.5574259,529.6334315,1627.546731,0,0,0,3467.074786,601.922706,0,0,692.4288171,0,24.67960902,24,24.33980451,10689.25663,0,0,21,24,0,274.4336992
 02/26  09:15:00,-22.75,86.25,878.75,2.04,204,108,58.32,1740.140378,1667.960758,0,503.7502589,538.6106089,1667.960758,0,0,0,3528.446186,612.5774628,0,0,706.8885914,0,25.04992107,24,24.52496054,10639.80252,0,0,21,24,0,305.1189834
 02/26  09:20:00,-22.56666667,89.5,877.5,2.04,204,108,58.32,1777.59923,1707.229015,0,511.8456059,547.4665106,1707.229015,0,0,0,3588.432225,622.9917058,0,0,720.7964185,0,25.41190927,24,24.70595463,10590.4201,0,0,21,24,0,349.0193172
 02/26  09:25:00,-22.38333333,92.75,876.25,2.04,204,108,58.32,1813.854752,1745.363083,0,519.8370805,556.1948804,1745.363083,0,0,0,3647.008657,633.1612252,0,0,734.1577275,0,25.76716663,24,24.88358331,10541.10922,0,0,21,24,0,395.7207141
 02/26  09:30:00,-22.2,96,875,2.04,204,108,58.32,1848.917178,1782.340929,0,527.7167551,564.7879745,1782.340929,0,0,0,3704.151435,643.0818463,0,0,746.9794396,0,26.11548519,24,25.05774259,10491.86973,0,0,21,24,0,444.9983869
 02/26  09:35:00,-22.01666667,94.75,886.3333333,2.04,204,108,58.32,1897.95343,1834.698893,0,539.502458,577.530422,1834.698893,0,0,0,3789.489719,657.8975206,0,0,770.2042627,0,26.46782432,24,25.23391216,10442.70146,0,0,21,24,0,497.6947815
 02/26  09:40:00,-21.83333333,93.5,897.6666667,2.04,204,108,58.32,1946.393049,1886.443325,0,551.2601127,590.2321682,1886.443325,0,0,0,3874.075177,672.582496,0,0,793.2772039,0,26.81661911,24,25.40830956,10393.60425,0,0,21,24,0,552.8000381
 02/26  09:45:00,-21.65,92.25,909,2.04,204,108,58.32,1994.240292,1937.63179,0,562.9844648,602.8881439,1937.63179,0,0,0,3957.907908,687.1367896,0,0,816.1870381,0,27.16106909,24,25.58053454,10344.57796,0,0,21,24,0,609.6854901
 02/26  09:50:00,-21.46666667,91,920.3333333,2.04,204,108,58.32,2041.496957,1988.259526,0,574.6680272,615.4909855,1988.259526,0,0,0,4040.978673,701.5587973,0,0,838.9232417,0,27.50079735,24,25.75039868,10295.62242,0,0,21,24,0,667.9865392
 02/26  09:55:00,-21.28333333,89.75,931.6666667,2.04,204,108,58.32,2088.162506,2038.320584,0,586.3014819,628.0314403,2038.320584,0,0,0,4123.270302,715.8455385,0,0,861.4757611,0,27.8356065,24,25.91780325,10246.73748,0,0,21,24,0,727.4219882
 02/26  10:00:00,-21.1,88.5,943,2.04,204,108,58.32,2134.234127,2087.806027,0,597.8740501,640.4987403,2087.806027,0,0,0,4204.758866,729.9928587,0,0,883.8347973,0,28.1653833,24,26.08269165,10197.92298,0,0,21,24,0,787.7628761
 02/26  10:05:00,-20.95833333,87.25,954.3333333,2.04,204,108,58.32,2179.706736,2136.984512,0,609.3738342,652.8809454,2136.984512,0,0,0,4285.414655,743.9955999,0,0,905.990608,0,28.49068578,24,26.24534289,10160.18337,0,0,21,24,0,848.8865618
 02/26  10:10:00,-20.81666667,86,965.6666667,2.04,204,108,58.32,2224.572969,2185.543639,0,620.7881299,665.1652572,2185.543639,0,0,0,4365.203006,757.8477441,0,0,927.9333301,0,28.81085961,24,26.40542981,10122.48607,0,0,21,24,0,910.5683589
 02/26  10:15:00,-20.675,84.75,977,2.04,204,108,58.32,2245.650793,2208.038825,0,624.9651359,669.6625981,2208.038825,0,0,0,4390.542171,762.2469046,0,0,949.6528256,0,29.10431485,24,26.55215743,10084.83101,0,0,21,24,0,969.4443158
 02/26  10:20:00,-20.53333333,83.5,988.3333333,2.04,204,108,58.32,2288.738505,2254.91008,0,636.003871,681.5336635,2254.91008,0,0,0,4467.240404,775.5625701,0,0,971.1385512,0,29.40663582,24,26.70331791,10047.21811,0,0,21,24,0,1029.916358
 02/26  10:25:00,-20.39166667,82.25,999.6666667,2.04,204,108,58.32,2331.255806,2301.086625,0,646.9390302,693.2898274,2301.086625,0,0,0,4543.110331,788.7344325,0,0,992.3794526,0,29.70537993,24,26.85268997,10009.64732,0,0,21,24,0,1091.135657
 02/26  10:30:00,-20.25,81,1011,2.04,204,108,58.32,2373.180776,2346.658838,0,657.755604,704.9156625,2346.658838,0,0,0,4618.091417,801.7519821,0,0,1013.363883,0,29.99974657,24,26.99987329,9972.118543,0,0,21,24,0,1152.566935
 02/26  10:35:00,-20.10833333,81.41666667,1012.416667,2.04,204,108,58.32,2397.164073,2372.671008,0,663.8328194,711.4660365,2372.671008,0,0,0,4659.398367,808.9233275,0,0,1024.048941,0,30.27665476,24,27.13832738,9934.631723,0,0,21,24,0,1211.806656
 02/26  10:40:00,-19.96666667,81.83333333,1013.833333,2.04,204,108,58.32,2420.168737,2397.736736,0,669.6812824,717.7684894,2397.736736,0,0,0,4699.148309,815.8243593,0,0,1034.280135,0,30.54449171,24,27.27224586,9897.186783,0,0,21,24,0,1269.690534
 02/26  10:45:00,-19.825,82.25,1015.25,2.04,204,108,58.32,2442.194905,2421.776148,0,675.2941152,723.8161439,2421.776148,0,0,0,4737.320172,822.4514188,0,0,1044.057799,0,30.80407834,24,27.40203917,9859.783651,0,0,21,24,0,1326.533909
 02/26  10:50:00,-19.68333333,82.66666667,1016.666667,2.04,204,108,58.32,2463.241196,2444.785177,0,680.6654426,729.6030961,2444.785177,0,0,0,4773.893478,828.8009511,0,0,1053.381517,0,31.05579861,24,27.52789931,9822.422258,0,0,21,24,0,1382.357539
 02/26  10:55:00,-19.54166667,83.08333333,1018.083333,2.04,204,108,58.32,2483.304831,2466.756577,0,685.7903627,735.1243881,2466.756577,0,0,0,4808.848368,834.8695083,0,0,1062.250178,0,31.29987098,24,27.64993549,9785.10253,0,0,21,24,0,1437.140893
 02/26  11:00:00,-19.4,83.5,1019.5,2.04,204,108,58.32,2502.381772,2487.683241,0,690.6648974,740.3759618,2487.683241,0,0,0,4842.165614,840.6537525,0,0,1070.66205,0,31.53644855,24,27.76822427,9747.824396,0,0,21,24,0,1490.850714
 02/26  11:05:00,-19.35833333,83.91666667,1020.916667,2.04,204,108,58.32,2520.466884,2504.471808,0,695.2859252,745.3545942,2504.471808,0,0,0,4873.82664,846.1504584,0,0,1078.614856,0,31.75902548,24,27.87951274,9736.552386,0,0,21,24,0,1542.060893
 02/26  11:10:00,-19.31666667,84.33333333,1022.333333,2.04,204,108,58.32,2537.554102,2520.473382,0,699.6510991,750.0578191,2520.473382,0,0,0,4903.81353,851.3565157,0,0,1086.105856,0,31.97436867,24,27.98718434,9725.284702,0,0,21,24,0,1592.054214
 02/26  11:15:00,-19.275,84.75,1023.75,2.04,204,108,58.32,2553.636602,2535.373495,0,703.7587532,754.4838364,2535.373495,0,0,0,4932.109046,856.2689316,0,0,1093.131934,0,32.18206905,24,28.09103452,9714.021343,0,0,21,24,0,1640.748312
 02/26  11:20:00,-19.23333333,85.16666667,1025.166667,2.04,204,108,58.32,2568.706977,2549.141146,0,707.6078002,758.6314136,2549.141146,0,0,0,4958.696634,860.8848323,0,0,1099.689685,0,32.38214836,24,28.19107418,9702.762306,0,0,21,24,0,1688.09821
 02/26  11:25:00,-19.19166667,85.58333333,1026.583333,2.04,204,108,58.32,2582.757412,2561.831078,0,711.1976234,762.4997805,2561.831078,0,0,0,4983.560442,865.2014656,0,0,1105.7755,0,32.57482931,24,28.28741465,9691.507589,0,0,21,24,0,1734.09235
 02/26  11:30:00,-19.15,86,1028,2.04,204,108,58.32,2595.779841,2573.419348,0,714.5279659,766.0885226,2573.419348,0,0,0,5006.685321,869.2162015,0,0,1111.38565,0,32.76015969,24,28.38007985,9680.25719,0,0,21,24,0,1778.702769
 02/26  11:35:00,-19.10833333,86,1028.166667,2.04,204,108,58.32,2603.913095,2579.695444,0,716.5159813,768.2358234,2579.695444,0,0,0,5020.530412,871.6198631,0,0,1115.1606,0,32.93520883,24,28.46760441,9669.011108,0,0,21,24,0,1821.339398
 02/26  11:40:00,-19.06666667,86,1028.333333,2.04,204,108,58.32,2610.986145,2584.876562,0,718.240802,770.0991555,2584.876562,0,0,0,5032.581639,873.71209,0,0,1118.444825,0,33.10213701,24,28.5510685,9657.76934,0,0,21,24,0,1862.239738
 02/26  11:45:00,-19.025,86,1028.5,2.04,204,108,58.32,2616.995305,2588.95054,0,719.7036673,771.679687,2588.95054,0,0,0,5042.833379,875.491906,0,0,1121.236479,0,33.26128505,24,28.63064252,9646.531883,0,0,21,24,0,1901.505675
